Company_Name,Rating,Review_Count,Industry,Headquarters
Kopran,3.7,217,Pharma,Mumbai
Destek Infosolutions,4.2,217,IT Services & Consulting,Pune
Shivam Infocom,4.3,217,Telecom,New Delhi
Red FM 93.5,3.7,217,Broadcasting,New Delhi
iLink Digital,3.0,217,IT Services & Consulting,Chennai
CodSoft,3.8,217,New Delhi +39 other locations,
COWI,4.2,216,Engineering & Construction,Gurugram
HEPL - A Cavinkare Group Company,3.4,216,Recruitment,Cuddalore
KFA Consultant,1.3,216,Dubai +2 other locations,
Besant Technologies,3.7,216,Education & Training,Chennai
Cummins Generator Technologies,4.1,216,Industrial Machinery,Pune
NGK Spark Plugs,4.2,216,Auto Components,Bawal
BetterPlace Safety Solutions,3.3,216,IT Services & Consulting,Bengaluru
Paramatrix Technologies,3.8,216,Software Product,Mumbai
Eurofins Scientific,3.2,216,"Testing, Inspection and Certification (TIC)",Bengaluru
Infiiloom,3.1,216,Fashion & Textile,Pune
ARaymond,4.0,216,Auto Components,Pune
Oben Electric Vehicle,4.3,216,Automobile,Bengaluru
Mol Information Processing Services India,3.3,216,IT Services & Consulting,Kolkata
Mitsubishi Heavy Industries,4.2,216,Industrial Machinery,Mysuru
SBL,3.5,216,IT Services & Consulting,New Delhi
Sri Ramachandra Institute of Higher Education and Research,3.9,216,Education & Training,Chennai
Biostadt,4.2,216,Mumbai +58 other locations,
Pilot Industries,3.7,217,Metals & Mining,New Delhi
Biostadt,4.2,216,Mumbai +58 other locations,
Elofic Industries,4.0,216,Auto Components,Faridabad
SBL,3.5,216,IT Services & Consulting,New Delhi
Webasto Roofsystems India,4.0,216,Automobile,Pune
Sri Ramachandra Institute of Higher Education and Research,3.9,216,Education & Training,Chennai
Tci Freight,4.1,217,Logistics,Gurugram
SAS,4.3,216,IT Services & Consulting,Pune
Six Sigma Soft Solutions,3.5,216,IT Services & Consulting,Chennai
dsm-firmenich,4.1,216,Biotechnology,Mumbai
Netaxis IT Solutions,3.9,216,IT Services & Consulting,Chennai
Vinsum Axpress,3.5,216,Logistics,Gurugram
Ensure Support Services,4.4,215,IT Services & Consulting,Chennai
Altum Credo Home Finance,3.7,215,NBFC,Pune
Elsamex Maintenance Services,4.1,215,Facility Management Services,Ahmedabad
Vikas Money,4.8,216,NBFC,Palakkad
Zamil Air Conditioners,4.1,215,Consumer Electronics & Appliances,New Delhi
MiM-Essay,4.5,217,Education & Training,New Delhi
CallHealth,3.5,215,Healthcare,Hyderabad
ICA Pidilite,4.1,216,Furniture & Furnishing,Mumbai
Ksolves India Limited,2.8,216,IT Services & Consulting,Noida
Utkal Alumina International,4.3,215,Chemicals,Rayagada
University Living Accommodation,4.0,216,Internet,Noida
Jagran Prakashan,3.5,215,Printing & Publishing,New Delhi
NATIONAL SKILL DEVELOPMENT CORPORATION,3.4,215,Non-Profit,New Delhi
SCON Projects,4.4,215,Engineering & Construction,Pune
Army Medical Corps,4.8,215,Healthcare,New Delhi
Manohar Filaments,3.8,215,Fashion & Textile,New Delhi
Fulcrum Digital,3.5,215,IT Services & Consulting,Pune
ACT Plast Paints,3.9,215,Chemicals,Chennai
Tbea Energy,3.8,215,Electrical Equipment,Vadodara
Moody's,3.8,215,Analytics & KPO,Bengaluru
Emirates Airlines,3.9,215,Aviation,Mumbai
Hyundai Motor India Engineering,3.9,215,IT Services & Consulting,Hyderabad
Josh Talks,4.1,215,Broadcasting,Gurugram
Flyhomes,4.3,214,Internet,Noida
Ziff Davis Performance Marketing,3.6,214,Marketing & Advertising,Pune
Equentis Wealth Advisory Services,3.5,215,Financial Services,Mumbai
Blackbuck Insights,3.7,214,IT Services & Consulting,Bengaluru
Sapphire Infocom,4.7,214,IT Services & Consulting,Ahmedabad
Comcast India Engineering Center,3.7,214,Software Product,Chennai
Ziff Davis Performance Marketing,3.6,214,Marketing & Advertising,Pune
Equentis Wealth Advisory Services,3.5,215,Financial Services,Mumbai
Blackbuck Insights,3.7,214,IT Services & Consulting,Bengaluru
Zivame.com,3.6,214,Fashion & Textile,Bengaluru
IFB Automotive,3.8,214,Auto Components,Bengaluru
PagarBook,3.5,214,Software Product,Bengaluru
Horiba India,3.5,214,Industrial Machinery,New Delhi
Career Launcher,3.9,214,Education & Training,New Delhi
Bhutani Group,4.2,214,Real Estate,Noida
Gujarat Narmada Valley Fertilizers & Chemicals,4.2,214,Agro Chemicals,Bharuch
Fleet Management,4.0,214,Ports & Shipping,Mumbai
Malayala Manorama,3.6,214,Printing & Publishing,Kottayam
Alpha Design Technologies,3.7,214,Defence & Aerospace,Bengaluru
ACME Group,4.6,214,Internet,Gurugram
Srg Housing Finance,4.0,214,NBFC,Udaipur
Cordlife Sciences India,3.4,214,Pharma,Kolkata
Solugenix India Private Limited,3.2,214,IT Services & Consulting,Hyderabad
ITCube Solutions,3.0,214,IT Services & Consulting,Pune
Fernandez Hospital,4.4,214,Healthcare,Hyderabad
Srg Housing Finance,4.0,214,NBFC,Udaipur
Cordlife Sciences India,3.4,214,Pharma,Kolkata
Colorbar Cosmetics,4.1,214,Beauty & Personal Care,New Delhi
Emiza Supply Chain Services Private Limited,3.6,214,Logistics,Mumbai
TezTecch,4.8,219,IT Services & Consulting,Nagpur
Praxis home Retail,4.0,213,Retail,Mumbai
Rajesh Motors,3.8,213,Automobile,Jaipur
Marengo Asia Hospitals,4.0,213,Healthcare,Gurugram
Air India Express,3.2,213,Aviation,Gurugram
KP GROUP,4.2,216,Logistics,Surat
Evonith Steel,4.0,215,Iron & Steel,Wardha
Aditi Consulting,3.4,213,IT Services & Consulting,Bengaluru
Lingaya's Vidyapeeth,4.5,213,Education & Training,Faridabad
Marque Impex,3.9,213,Import & Export,Moradabad
Rishabh Instruments Limited,3.9,213,Electronics Manufacturing,Nashik
InSync Analytics,2.4,213,Analytics & KPO,Mumbai
Rajapushpa Properties,3.9,213,Real Estate,Hyderabad
Daffodil Software,3.7,214,IT Services & Consulting,Gurugram
IDMC,3.5,213,Industrial Machinery,Anand
Krishnapatnam Port,3.8,213,Ports & Shipping,Nellore
Koye Pharmaceuticals,3.1,213,Pharma,Mumbai
CENTRUM HOUSING FINANCE,4.0,213,Financial Services,Mumbai
Innovalance Learning Systems,3.2,213,EdTech,New Delhi
Bhima Gold,3.8,213,Jewellery,Bengaluru
CONTUS TECH,4.1,213,IT Services & Consulting,Chennai
International Certification Services,3.1,213,Other,Mumbai
Centrient Pharmaceuticals,3.7,213,Pharma,Chandigarh
Kazo Fashion,3.4,213,Fashion & Textile,New Delhi
Su-Kam Power Systems,3.5,213,Power,Gurugram
BTL EPC LTD,3.7,213,Industrial Machinery,Kolkata
Entertainment Network India,3.5,213,Media & Entertainment,Mumbai
Shirdi Sai Electricals,3.6,213,Power,Y.S.R. Kadapa
SMC Power Generation,3.7,213,Iron & Steel,Jharsuguda
AARGEE STAFFING SERVICES,3.7,212,Recruitment,Chennai
Edunet Foundation,4.0,213,Non-Profit,Bengaluru
ZKTeco Biometrics,3.0,212,Law Enforcement & Security,Bengaluru
Igarashi Motors,3.7,212,Auto Components,Chennai
India Post Payments Bank,4.3,213,Government,New Delhi
Tech Mahindra Foundation,3.9,212,Non-Profit,New Delhi
Parijat Industries (India),4.1,213,Chemicals,New Delhi
Shriram Fortune Solutions,3.5,212,Financial Services,Gurugram
Ayesa,3.9,212,IT Services & Consulting,New Delhi
Teleone,3.7,212,Internet,New Delhi
TechMojo Solutions,3.9,212,IT Services & Consulting,Hyderabad
Vinculum Solutions,2.2,212,IT Services & Consulting,Noida
Heads Up For Tails,3.4,212,Retail,Gurugram
MSC Technology India,3.9,212,IT Services & Consulting,Chennai
Gensol Engineering,3.7,212,Power,Ahmedabad
Vishay Components,4.0,212,Electronics Manufacturing,Pune
ePack Durables Solutions,3.5,212,Electronics Manufacturing,Noida
Philip Morris International,4.2,213,FMCG,New Delhi
Hidesign,2.9,212,Retail,Puducherry
Orthosquare Dental Clinic,4.5,212,Healthcare,Mumbai
EMCO,3.7,212,Power,Mumbai
Govt. Medical College,4.1,212,Education & Training,Chandigarh
Masu Brakes,3.3,212,Auto Components,Bahadurgarh
AmpleLogic,4.1,212,Software Product,Hyderabad
Zen Technologies,4.0,212,Defence & Aerospace,Hyderabad
Wanbury,3.4,212,Pharma,Mumbai
Network Techlab,3.7,212,Hardware & Networking,Mumbai
Sakarni Plaster,4.4,212,Building Material,New Delhi
SkillVertex,3.3,212,EdTech,Bengaluru
TechStar Group,4.1,212,IT Services & Consulting,Hyderabad
DTC Projects,3.7,212,Real Estate,Kolkata
Janatics India,4.0,212,Industrial Automation,Coimbatore
Appsierra,4.4,212,IT Services & Consulting,Noida
Svasti Microfinance,4.0,212,Financial Services,Mumbai
JSW Severfield Structures,3.8,212,Engineering & Construction,Ballari
Gulbrandsen,4.1,211,Chemicals,Vadodara
Tata Asset Management Private Limited,3.7,211,Financial Services,Mumbai
Vedika Credit Capital,3.4,211,NBFC,Ranchi
Valethi Technologies,3.1,211,Analytics & KPO,Nagpur
Sterling Talent Solutions,3.7,211,Internet,Mumbai
Country Inns & Suites,4.1,211,Hospitality,New Delhi
Oasis Infobyte,4.1,211,IT Services & Consulting,Pune
Country Club India,3.2,211,Hospitality,Hyderabad
Supreme Treon,3.9,211,Auto Components,Pune
LRS Services Pvt Ltd,4.0,211,IT Services & Consulting,Noida
Crossword Bookstores,3.6,212,Retail,Pune
Orange Health Labs,4.0,211,Healthcare,Bengaluru
Valethi Technologies,3.1,211,Analytics & KPO,Nagpur
SmartStream Technologies,3.2,211,IT Services & Consulting,Bengaluru
Radhakrishna Foodland,3.7,211,Logistics,Mumbai
PP Rolling Mills,3.6,211,Industrial Machinery,Faridabad
KayBee Bio Organics,3.7,211,Agro Chemicals,Pune
Globus Spirits,3.8,211,Beverage,New Delhi
Nippon Data Systems,3.4,211,IT Services & Consulting,New Delhi
Autoline Industries,3.5,211,Auto Components,Pune
Sapphire Software Solutions (India),4.4,211,IT Services & Consulting,Ahmedabad
Enmas O & M Services,4.1,211,Oil & Gas,Chennai
ACUTAAS CHEMICALS LIMITED,3.8,211,Pharma,Surat
Primary Health Centre,4.2,211,Healthcare,Bengaluru
Amphenol Fci,3.7,211,Electrical Equipment,Bengaluru
Mantra Softech,3.6,211,IT Services & Consulting,Ahmedabad
ICE Data Services,3.2,211,Financial Services,Hyderabad
Skandhanshi Infra Projects,4.3,212,Real Estate,Kurnool
Geo Chem Laboratories,3.7,210,Industrial Machinery,Mumbai
Hyundai Engineering,3.9,210,Engineering & Construction,Chennai
Sri Gopikrishna Infrastructure,3.8,210,Engineering & Construction,Hyderabad
Andhra Pradesh State Skill Development Corporation,3.8,210,Non-Profit,Vijayawada
Pacific Development Corporation Limited (Pacific Group),3.6,210,Real Estate,New Delhi
Pradhan Mantri Kaushal Vikas Yojana,4.1,210,Education & Training,New Delhi
Brainium Information Technologies,3.7,210,IT Services & Consulting,Kolkata
Axio,3.8,210,Financial Services,Bengaluru
Development Consultants,3.3,210,IT Services & Consulting,Kolkata
Kh Exports,3.9,211,Import & Export,Chennai
Crimson Interactive,2.5,210,Content Development,Mumbai
Simplify Healthcare,2.5,210,Software Product,Pune
Petronas Lubricants,3.3,210,Petrochemicals,Mumbai
Ichhapurti.com,2.4,210,Software Product,Gurugram
Lokesh Machines,3.8,210,Industrial Machinery,Hyderabad
BajajSons,3.6,210,Automobile,Ludhiana
Wardwizard Innovations & Mobility,3.2,210,Automobile,Vadodara
OptimHire,3.7,210,Internet,Hyderabad
Alghanim International,4.1,210,Engineering & Construction,Kuwait City
Lumiq,3.6,210,IT Services & Consulting,Noida
Sahajanand Laser Technology,3.0,210,Industrial Machinery,Gandhinagar
WinWire,3.2,210,IT Services & Consulting,Hyderabad
Jay Ushin,3.9,210,Auto Components,Gurugram
Precision Camshafts,3.1,210,Auto Components,Solapur
Precision Camshafts,3.1,210,Auto Components,Solapur
Ways2excel,4.5,209,EdTech,Kolkata
Carzonrent,3.3,210,Travel & Tourism,New Delhi
ASP OL Media,3.9,210,Marketing & Advertising,Pune
Transaction Solutions International (India) Pvt Ltd,3.8,209,Financial Services,Pune
Ludhiana Beverages,3.9,209,Beverage,Ludhiana
Bharat Broadband Network,3.9,209,Telecom,New Delhi
UFO Moviez,3.1,209,Hospitality,Mumbai
Stats Perform,3.3,209,Sports & Recreation,Chennai
IIMT Group of Colleges,4.0,210,Education & Training,Greater Noida
MKU,3.2,212,Defence & Aerospace,Kanpur
ZunRoof Tech,3.6,209,Power,Gurugram
Sakura Autoparts,3.7,209,Auto Components,Chennai
Emirates Flight Catering,4.4,209,Hospitality,Dubai
AISATS,3.5,209,Aviation,New Delhi
Embio,4.0,209,Pharma,Mahad
Vegrow,3.7,209,Internet,Bengaluru
CBSI,3.3,209,Recruitment,Bengaluru
Techmagnate,4.3,209,Marketing & Advertising,New Delhi
KDK Software,2.8,209,Software Product,Jaipur
KDK Software,2.8,209,Software Product,Jaipur
CBSI,3.3,209,Recruitment,Bengaluru
Vnr Seeds,3.9,209,Agriculture,Raipur
Tresor Systems,3.7,209,Retail,New Delhi
Fare Labs,2.4,209,Analytics & KPO,Gurugram
Kama Ayurveda,4.0,209,Beauty & Personal Care,New Delhi
Brainware University,2.7,208,Education & Training,Kolkata
St Regis,4.1,208,Hospitality,Mumbai
Taikisha Engineering India,3.9,208,Industrial Machinery,Pune
Prime Focus,3.9,208,Animation & VFX,Mumbai
SACHA Engineering,3.2,208,IT Services & Consulting,Chennai
Siemens PLM Software,4.0,210,Industrial Automation,Pune
Orange Retail Finance,3.9,208,Financial Services,Chennai
VIS Networks,3.7,208,Telecom,Bengaluru
UTI Asset Management Company,3.8,208,Financial Services,Mumbai
Nisum,2.8,208,IT Services & Consulting,Hyderabad
Yashi Consulting Services,3.4,208,IT Services & Consulting,Gurugram
S.S. Kothari Mehta & Co,3.5,208,Accounting & Auditing,New Delhi
Barbrik Project Limited (PRA Group),3.5,208,Engineering & Construction,Raipur
One Point Solutions,3.3,208,Bengaluru +14 other locations,
Barbrik Project Limited (PRA Group),3.5,208,Engineering & Construction,Raipur
One Point Solutions,3.3,208,Bengaluru +14 other locations,
Flender,3.7,208,Industrial Machinery,Chennai
Pin Click,3.0,208,Real Estate,Bengaluru
Ganesh Grains,3.2,208,FMCG,Kolkata
Schreiber Dynamix Dairies,3.9,208,Electronics Manufacturing,Pune
Ashv Finance,4.1,209,NBFC,Mumbai
Jabsons Foods,4.0,207,Food Processing,Bharuch
Hi Tech Informatics,3.5,207,IT Services & Consulting,Mumbai
NCR Atleos,3.8,210,Banking,Mumbai
Ohmium,3.3,207,Power,Bengaluru
Vijay Tanks & Vessels,4.1,208,Engineering & Construction,Vadodara
Skypro Technologies,3.3,207,IT Services & Consulting,Bengaluru
eligarf Technologies,3.8,207,Emerging Technologies,Pune
SILA Group (India),3.6,207,Internet,Mumbai
Anglo-Eastern Ship Management,4.1,207,Ports & Shipping,Mumbai
Tata Passenger Electric Mobility,4.1,208,Automobile,Ahmedabad
Logicon Facility Management,3.3,207,Facility Management Services,Pune
World Health Organization,4.1,207,Government,New Delhi
alliantgroup,2.3,207,Management Consulting,Hyderabad
MeritNation,3.2,207,EdTech,New Delhi
Expeditors International,3.6,207,Logistics,Chennai
Three D Integrated Solutions Ltd,3.2,207,Aviation,Gurugram
Creative Group,4.3,207,Architecture & Interior Design,New Delhi
Gokul Agro Resources,3.7,207,FMCG,Gandhidham
Hospet Steels,3.7,207,Iron & Steel,Hosapete
IDBI Capital,3.7,207,Financial Services,Mumbai
Getix Health,3.7,207,Analytics & KPO,Bengaluru
Maharaja Agrasen Hospital,3.8,206,Healthcare,New Delhi
Mukand Sumi Special Steel,3.8,206,Iron & Steel,Hosapete
Kirloskar Technologies,4.1,206,Medical Equipment,Jaipur
Shopclues,3.2,206,Internet,Gurugram
AccSource KPO,3.1,207,Accounting & Auditing,Chennai
Biorad Medisys,3.7,206,Healthcare,Pune
DNEG CREATIVE SERVICES,3.0,206,Animation & VFX,Mumbai
Aress Software and Education Technologies,2.5,206,IT Services & Consulting,Nashik
Samkwang India Electronic,3.4,206,Electronics Manufacturing,Greater Noida
Wingreens Farms,4.1,206,FMCG,Gurugram
Colan Infotech,4.1,206,IT Services & Consulting,Chennai
Hgs Services,3.8,206,Analytics & KPO,Bengaluru
Moneyboxx Finance,3.6,206,NBFC,Mumbai
Manitou Equipment India,4.1,206,Industrial Machinery,Greater Noida
Quest Diagnostics,4.5,207,Healthcare,Hyderabad
IRIS KPO Resourcing,3.9,206,Analytics & KPO,Chennai
Prasol Chemicals,3.3,206,Chemicals,Mumbai
Vrinsoft Technology,4.6,206,IT Services & Consulting,Ahmedabad
Luthra Group Company,4.0,206,Waste Management,Surat
Beyond Key,4.2,206,IT Services & Consulting,Indore
Eshopbox Ecommerce,2.9,206,Internet,Gurugram
Infojini,2.8,206,IT Services & Consulting,Mumbai
Wings Biotech,2.9,206,Pharma,New Delhi
Fisdom,3.2,205,Financial Services,Bengaluru
A3logics,3.3,205,IT Services & Consulting,Jaipur
Corient Business Solutions,3.3,205,Accounting & Auditing,Mumbai
DE Shaw,3.6,205,Financial Services,Hyderabad
Grass Roots Research & Creation,4.7,205,Analytics & KPO,New Delhi
S.c Johnson Products,3.9,205,FMCG,Gurugram
Sigma Freudenberg NOK,4.1,205,Auto Components,Chennai
India Pesticides,4.0,206,Agro Chemicals,Lucknow
Ruby General Hospital,3.3,205,Healthcare,Kolkata
Rexel,3.4,205,Industrial Automation,Pune
Jasmin Infotech,3.9,205,Software Product,Chennai
Colruyt Group,3.7,205,IT Services & Consulting,Hyderabad
Beckman Coulter,3.4,205,Medical Equipment,Bengaluru
Mashreq Bank,3.1,205,Banking,Bengaluru
Hero Future Energies,4.1,206,Power,New Delhi
Talentica Software,3.8,205,IT Services & Consulting,Pune
Mfine,3.4,205,Internet,Bengaluru
Rama University,3.4,205,Education & Training,Kanpur
In2IT Technologies,3.0,205,IT Services & Consulting,Noida
Ramoji Film City,4.2,205,Events,Hyderabad
SEW Eurodrive india,4.2,205,Industrial Automation,Vadodara
Roha Housing Finance,3.4,205,Financial Services,New Delhi
Sleepwell,4.0,205,Furniture & Furnishing,New Delhi
Tripjack,3.9,206,Travel & Tourism,Mumbai
SSEM,3.4,204,Industrial Machinery,Riyadh
AB Mauri India,3.7,204,Food Processing,Bengaluru
HIVELOOP LOGISTICS,4.2,204,Bengaluru +69 other locations,
Clarion Technologies,4.0,204,IT Services & Consulting,Pune
Alp Nishikawa,3.9,204,Auto Components,Gurugram
Odisha Power Generation Corporation,3.8,205,Oil & Gas,Jharsuguda
HomeBazaar.com,3.6,205,Real Estate,Mumbai
Gulf Spic General Trading & Contracting Company,3.6,204,Engineering & Construction,Chennai
Tokai Imperial Rubber India,3.9,204,Industrial Machinery,Faridabad
Pie Infocomm,4.6,204,IT Services & Consulting,Lucknow
Sendan International Co,2.2,204,Engineering & Construction,Al Jubail
TomTom,3.7,204,IT Services & Consulting,Pune
BPO+,4.4,204,BPO,New Delhi
Gulf Asia Contracting,3.3,204,Engineering & Construction,Chennai
Black & Veatch,4.1,204,Engineering & Construction,Mumbai
Apps Associates,3.4,204,IT Services & Consulting,Hyderabad
Nutanix,3.4,204,Software Product,Bengaluru
Orbit Techsol,3.6,204,IT Services & Consulting,New Delhi
Mazars,3.0,204,Accounting & Auditing,Gurugram
Roots Multiclean,3.6,204,Industrial Machinery,Coimbatore
Dhampur Sugar Mills,3.9,204,Agro Chemicals,New Delhi
Samsung Semiconductor,3.1,204,Semiconductors,Bengaluru
China State Construction Engineering Corporation,3.9,204,Engineering & Construction,New Delhi
Al Ahleia Switchgear,3.6,204,Industrial Machinery,Chennai
The Cosmos Co-operative Bank,3.5,204,Banking,Pune
Woodrock Infotech Private Limited,2.9,204,BPO,Kolkata
The Souled Store,3.2,203,Fashion & Textile,Mumbai
Mervice Infotech,3.5,203,BPO,Kolkata
NullClass,3.5,203,Bengaluru +25 other locations,
Manika Plastech Private Limited,3.7,204,Building Material,Dehradun
Symphoni HR,3.9,203,Recruitment,Mumbai
Dollar Industries,3.6,203,Fashion & Textile,Kolkata
Arvind Techno Engineers,4.0,203,Engineering & Construction,New Delhi
Japfa Comfeed India Private Limited,3.9,205,Agriculture,Pune
Peps Industries,4.1,203,Furniture & Furnishing,Coimbatore
RJ Corp,4.1,203,Retail,Gurugram
Puthur Infotech,3.6,203,IT Services & Consulting,Bengaluru
Redington Group,3.9,203,IT Services & Consulting,Chennai
Integrated Resources,3.9,203,Recruitment,Gurugram
YouTube,4.6,203,Internet,New Delhi
House Of Diagnostics,4.1,203,Healthcare,New Delhi
Thejo Engineering,4.1,203,Engineering & Construction,Chennai
Oswal Castings,3.8,203,Metals & Mining,Faridabad
Ushodaya Enterprises,4.0,203,FMCG,Hyderabad
Margadarsi Chit Fund,3.6,203,Financial Services,Hyderabad
Exeltis,4.1,203,Pharma,Mumbai
Bhansali Engineering Polymers,3.1,203,Petrochemicals,Abu Road
TekisHub Consulting Services,3.6,203,IT Services & Consulting,Hyderabad
HOLITECH INDIA,4.1,202,Electronics Manufacturing,Greater Noida
Innovel Energy Services,3.8,205,Power,Kolkata
JNET Technologies,3.6,202,IT Services & Consulting,Hyderabad
MBL Infrastructure Limited,3.9,202,Engineering & Construction,New Delhi
Godrej Tyson Food,4.0,202,Food Processing,Mumbai
Timex Group India,4.0,202,Metals & Mining,Noida
OEN India,4.1,202,Auto Components,Pune
DGS Technical Services,3.1,202,Design,Bengaluru
Aptia,2.6,202,IT Services & Consulting,Mumbai
Kifs Housing Finance,3.6,202,Financial Services,Mumbai
Hoonartek,3.5,202,IT Services & Consulting,Pune
Tm Automotive Seating Systems,,,Auto Components,Pune
TNT Express,4.0,202,Logistics,Mumbai
Eagle Infra,4.0,202,Engineering & Construction,Mumbai
CRB Tech Solution,3.7,202,EdTech,Pune
Prem Henna,3.3,202,Beauty & Personal Care,Indore
Indobevs,3.9,202,Beverage,New Delhi
MBL Infrastructure Limited,3.9,202,Engineering & Construction,New Delhi
Cosmos Impex,4.1,202,Industrial Machinery,Vadodara
CDM Smith,3.5,202,Engineering & Construction,Bengaluru
Repro India,3.1,202,FMCG,Mumbai
Hotel Parle International,3.8,202,Hospitality,Mumbai
Apache Footwear,3.5,202,Fashion & Textile,Nellore
Acma Computers,3.3,202,IT Services & Consulting,Mumbai
Vensure Employer Services,3.8,202,IT Services & Consulting,Noida
ReGen Powertech,3.7,202,Power,Chennai
IILM,4.0,202,Education & Training,Greater Noida
Energy Efficiency Services,3.7,202,Power,New Delhi
EDR Continuous Information,2.9,202,IT Services & Consulting,Chennai
Springbord Systems,4.1,202,IT Services & Consulting,Chennai
rebootXP,2.9,202,Management Consulting,Noida
Zenoti,2.5,202,IT Services & Consulting,Hyderabad
SCIO Management Solutions,4.4,202,BPO,Chennai
Biophore India Pharmaceuticals,3.4,202,Pharma,Hyderabad
Gennova Biopharmaceuticals,4.2,202,Pharma,Pune
Apis India Limited,3.6,203,Food Processing,New Delhi
S.R.Batliboi & Co.,3.0,202,Accounting & Auditing,Gurugram
Jubilant Motorworks,3.9,202,Automobile,Bengaluru
Avis,3.5,202,Travel & Tourism,Gurugram
UST BlueConch Technologies,3.6,201,Software Product,Pune
B2x Service Solutions,3.9,201,BPO,Mumbai
Prologic Web Solutions,3.9,201,IT Services & Consulting,Noida
Exel Rubber,4.0,201,Petrochemicals,Hyderabad
Crescon Projects & Services,3.5,203,Engineering & Construction,Chennai
Hy Gro Chemicals Pharmtek,3.9,201,Pharma,Hyderabad
Dalmia-OCL,3.8,202,Building Material,Rourkela
Praxair,4.1,201,Chemicals,Bengaluru
Ducat,3.6,201,Education & Training,Noida
Paytm Money,3.0,201,FinTech,Bengaluru
Jagran New Media,3.1,201,Internet,Noida
IG Petrochemicals,3.3,202,Chemicals,Mumbai
Windsor Machines,4.0,201,Industrial Machinery,Ahmedabad
FACE Prep,4.0,201,Coimbatore +15 other locations,
Sahyadri Industries,3.6,202,Building Material,Pune
Muthoot Mercantile,3.2,201,NBFC,Thiruvananthapuram
SVN SYSTECH INDIA,3.3,201,IT Services & Consulting,Mumbai
insightsoftware,3.6,201,Software Product,Hyderabad
Sahyadri Industries,3.6,202,Building Material,Pune
Lakme Salon,3.8,201,Beauty & Personal Care,Mumbai
Karam Safety,4.3,201,Industrial Machinery,Lucknow
Bygging India,3.9,201,Engineering & Construction,New Delhi
Ascendum KPS,3.6,201,IT Services & Consulting,Ahmedabad
Axalta Coating Systems,4.0,201,Chemicals,Vadodara
Rudrabhishek Enterprises,3.1,201,Urban Transport,Noida
Extentia Information Technology,3.4,201,IT Services & Consulting,Pune
Godrej Appliances,3.8,201,Consumer Electronics & Appliances,Pune
Marathon Electric India,3.6,201,Electrical Equipment,Faridabad
Maharishi Markandeshwar University,3.6,201,Education & Training,Ambala
Dayal Fertilizers,3.7,200,Agro Chemicals,Meerut
Medecins Sans Frontieres,4.4,200,Non-Profit,Mumbai
M&G India,3.4,200,Financial Services,Mumbai
Della Group,4.4,200,Architecture & Interior Design,Mumbai
DigiCall Teleservices,4.0,200,Telecom,Noida
Avaali Solutions,4.4,200,IT Services & Consulting,Bengaluru
Doubletree By Hilton,3.9,200,Hospitality,Gurugram
Kriya NextWealth,3.6,202,Chittoor +9 other locations,
Sanmar Group,3.5,200,Chemicals,Chennai
Della Group,4.4,200,Architecture & Interior Design,Mumbai
Medecins Sans Frontieres,4.4,200,Non-Profit,Mumbai
Zentiva,4.2,201,Pharma,Ankleshwar
Ester Industries,3.9,200,Petrochemicals,Khatima
Fabtech Projects & Engineers,4.0,200,Engineering & Construction,Pune
TVS Automobiles Solutions,3.5,200,Chennai +37 other locations,
Bureau of Indian Standards,4.0,200,Government,New Delhi
Target Publications,4.0,200,Printing & Publishing,Mumbai
Nipro India Corporation,3.3,200,Healthcare,Pune
Manikaran Power Limited,3.6,200,Power,New Delhi
Ministry of Home Affairs,4.1,200,Government,New Delhi
Kalyan Toll Infrastructure,4.2,200,Engineering & Construction,Indore
Cholayil Private Limited,4.1,200,FMCG,Chennai
Tropilite Foods,3.5,200,Food Processing,Gwalior
Royal Cyber,3.3,200,IT Services & Consulting,Bengaluru
Krishi Rasayan Exports,3.9,200,Import & Export,Ankleshwar
Mitsubishi Power India,4.4,200,Industrial Machinery,Bengaluru
Tirupati Medicare,4.4,200,Pharma,Paonta Sahib
Saudi Electricity Company,4.2,200,Power,Riyadh
GEETANJALI HOMESTATE,3.7,199,Real Estate,Gurugram
MSV International,3.9,200,Engineering & Construction,Gurugram
Green Gene Enviro Protection And Infrastructure,3.7,200,Waste Management,Faridabad
Burger Singh,3.6,201,Hospitality,New Delhi
Lakshmi Life Sciences,3.9,199,Industrial Automation,Coimbatore
Volksoft Technologies,4.3,199,Software Product,Hyderabad
Raksha TPA,4.1,199,Insurance,Faridabad
GKC Projects,4.6,199,Engineering & Construction,Hyderabad
Canvera,3.7,199,Printing & Publishing,Bengaluru
Kent,3.4,200,Financial Services,Noida
Astec LifeSciences,3.8,199,Agro Chemicals,Mahad
Cadsys,3.4,199,IT Services & Consulting,Hyderabad
Masters' Union School of Business,3.2,199,EdTech,Gurugram
Osam Dairy,3.9,199,Agriculture,Ranchi
VDart,4.0,199,IT Services & Consulting,Tiruchirappalli
AXIS Solutions,3.4,199,Industrial Automation,Hyderabad
Competition Team Technology,3.6,199,Electronics Manufacturing,Chennai
DS-MAX Properties,3.7,199,Real Estate,Bengaluru
DAIMLER TRUCKS ASIA,3.8,199,Chennai +18 other locations,
CETPA InfoTech,3.3,199,IT Services & Consulting,Noida
CIMS Hospital,4.2,199,Healthcare,Ahmedabad
INOXCVA,3.3,199,Engineering & Construction,Vadodara
Capricorn Logistics,3.6,199,Logistics,Mumbai
