Company_Name,Rating,Review_Count,Industry,Headquarters
Cresce Technology Private Limited,4.0,145,Software Product,Gurugram
Greytrix India Pvt Ltd,3.5,145,IT Services & Consulting,Mumbai
Areteans,3.5,145,IT Services & Consulting,Hyderabad
Continuum Managed Services,4.1,145,IT Services & Consulting,Mumbai
Surya Hospital,3.6,145,Healthcare,Mumbai
Vtc Tradewings,3.9,145,Logistics,Noida
Wittur Elevator Components,3.6,145,Industrial Machinery,Chennai
One Trust,2.9,145,Software Product,Bengaluru
Core Diagnostics,3.8,145,Healthcare,Gurugram
Pricol Engineering Industries,3.9,145,Auto Components,Coimbatore
Megha Fruit Processing,3.7,145,Hyderabad +40 other locations,
Nifco India,3.8,146,Industrial Machinery,Gurugram
Chalo,3.6,145,Internet,Mumbai
Trangile Services,4.6,145,IT Services & Consulting,Noida
Maneesh Pharmaceuticals,3.9,145,Pharma,Mumbai
FICCI,3.3,145,Government,New Delhi
International Crops Research Institute for the Semi-arid Tropics,3.7,145,Analytics & KPO,Hyderabad
POSCO,3.9,146,Metals & Mining,Pune
CSL Finance,3.7,146,Financial Services,New Delhi
HM Constructions,4.6,145,Real Estate,Bengaluru
Nova IVF Fertility,3.7,146,Healthcare,Bengaluru
SAVE Solutions,4.0,145,Financial Services,New Delhi
LRQA,3.4,145,Analytics & KPO,Mumbai
Bansal Hospital,3.9,145,Healthcare,Bhopal
Skillinabox,4.1,145,Noida +5 other locations,
Xtranet Technologies,3.3,145,IT Services & Consulting,Bhopal
Cogneesol,3.2,145,BPO,Sahibzada Ajit Singh Nagar
Merlin Group,3.8,145,Real Estate,Kolkata
Gits Food Products,4.0,145,FMCG,Pune
Printo Document Services,3.5,145,Retail,Bengaluru
Zenith Leisure Holidays,3.3,145,Travel & Tourism,New Delhi
Fulcrum Worldwide Software,4.3,145,IT Services & Consulting,Pune
Shankar Electricals,3.6,145,Electrical Equipment,Bengaluru
AlgoLeap Technologies,4.1,145,Emerging Technologies,Hyderabad
Livesalesman,4.8,144,BPO,Noida
Bhadra International,3.7,144,Logistics,Chennai
THERMAL SYSTEMS,3.7,144,Industrial Machinery,Hyderabad
Wishup,3.9,144,Financial Services,Bengaluru
Alpha Net Consulting,4.6,144,IT Services & Consulting,Sahibzada Ajit Singh Nagar
Planet PCI Infotech,3.8,144,Recruitment,Gurugram
Perto,3.4,144,Electrical Equipment,Jaipur
StayVista,4.4,144,Travel & Tourism,Mumbai
Electrostar Electronics,4.1,144,Noida +59 other locations,
Eris Therapeutics,3.7,145,Pharma,Ahmedabad
Esyasoft,4.2,145,Software Product,Bengaluru
Facilities And Building Solutions,3.8,144,Engineering & Construction,Bengaluru
Sunil Hitech Engineers,4.5,144,Engineering & Construction,Nagpur
MoEngage,3.4,144,Software Product,Bengaluru
Mobineers Info Systems,4.1,144,IT Services & Consulting,New Delhi
Rigved Technologies,3.8,144,Emerging Technologies,Mumbai
Yasho Industries Limited,3.7,144,Chemicals,Vapi
Modern Insulators,4.0,144,Electrical Equipment,Abu Road
Girl Power Talk,4.6,144,Internet,Sahibzada Ajit Singh Nagar
Demech Chemical Products,4.4,144,Chemicals,Pune
Drake & Scull International PJSC,4.5,144,Engineering & Construction,Mumbai
Nichino,3.4,145,Hyderabad +38 other locations,
IFortis Worldwide,3.8,144,IT Services & Consulting,Bengaluru
Bijnis,3.7,144,Internet,New Delhi
TalentOla,3.2,144,Recruitment,Indore
The Oriental Insurance Co.,4.4,144,Insurance,New Delhi
Viney Corporation,3.9,144,Auto Components,Gurugram
Radixweb,3.3,144,IT Services & Consulting,Ahmedabad
Azuga Telematics,3.5,145,Software Product,Bengaluru
Viney Corporation,3.9,144,Auto Components,Gurugram
Esyasoft,4.2,145,Software Product,Bengaluru
Azuga Telematics,3.5,145,Software Product,Bengaluru
Radixweb,3.3,144,IT Services & Consulting,Ahmedabad
V-Soft Consulting,3.0,144,IT Services & Consulting,Hyderabad
Real Ispat & Power,3.7,144,Power,Raipur
IRIS RegTech Solutions Limited,3.4,144,IT Services & Consulting,Mumbai
Gujarat Energy Transmission Corporation,4.2,144,Government,Vadodara
B New Mobiles,3.1,144,Electronics Manufacturing,Hyderabad
Sri Ramachandra University,4.4,144,Education & Training,Chennai
Monotype,3.4,144,IT Services & Consulting,Noida
MicroGenesis Techsoft,3.4,144,IT Services & Consulting,Bengaluru
MTX Group,3.1,144,IT Services & Consulting,Hyderabad
iSource,2.9,144,Recruitment,Noida
DLF Brands,3.7,144,Retail,New Delhi
Axles India,3.6,144,Auto Components,Chennai
Jai Raj Ispat,3.6,144,Iron & Steel,Kurnool
Aster Medcity,4.6,144,Healthcare,Kochi
SurePrep,3.8,144,Software Product,Mumbai
Mahindra Aerospace,3.8,144,Defence & Aerospace,Bengaluru
Malpani Group,4.1,144,Power,Pune
Aksh Optifibre,3.8,144,Telecom,New Delhi
Hubert Enviro Care Systems,3.0,144,Waste Management,Chennai
ZoomRx,2.6,144,Analytics & KPO,Chennai
KMC Constructions,4.4,144,Engineering & Construction,Hyderabad
Palo Alto Networks,3.7,144,IT Services & Consulting,Bengaluru
Star Paper Mills,3.8,144,Pulp & Paper,Saharanpur
Nayati Hospital,3.4,144,Healthcare,Mathura
Gedu Services Private Limited,3.4,144,Education & Training,Noida
Yeshshree Press Comps,3.7,144,Auto Components,Chhatrapati Sambhajinagar
Centurion University of Technology and Management,3.4,144,Education & Training,Bhubaneswar
Sungwoo Hitech,3.8,144,Auto Components,Chennai
Crif High Mark Credit Information Services,2.7,144,Analytics & KPO,Pune
WsCube Tech,4.9,143,IT Services & Consulting,Jodhpur
Banaras Hindu University,4.8,143,Education & Training,Varanasi
Quadgen Wireless Solutions,3.9,143,Telecom,Bengaluru
Trn Energy,3.5,143,Power,Raigarh
A. Menarini India,3.4,143,Pharma,Mumbai
Bhate & Raje Construction Co.,4.1,143,Engineering & Construction,Pune
Christ University,2.9,143,Education & Training,Bengaluru
B. E. Billimoria,3.8,143,Engineering & Construction,Mumbai
Duroply Industries,3.8,143,Building Material,New Delhi
IIDE - The Digital School,4.0,143,EdTech,Mumbai
POWERCON Ventures India,3.7,143,Power,Pune
Q Tech Microelectronics India,3.6,143,Greater Noida +5 other locations,
Flynaut SaaS,3.1,145,IT Services & Consulting,Pune
Amps Electrical Facility Services,3.1,144,Facility Management Services,Bengaluru
Rus Education,4.3,144,Education & Training,New Delhi
WWICS Group,3.2,143,Travel & Tourism,Sahibzada Ajit Singh Nagar
Ultimate Flexipack,3.7,143,Petrochemicals,Haridwar
Adma Solutions,4.3,143,BPO,New Delhi
Smiths Detection,3.6,143,Defence & Aerospace,Bengaluru
Ampcus Tech,4.1,144,Nashik +10 other locations,
Forbes Facility Services,4.2,143,Facility Management Services,Mumbai
Neo Metaliks,3.6,144,Metals & Mining,Durgapur
Future Market Insights,1.5,143,Analytics & KPO,Pune
IIT Kanpur,4.0,143,Education & Training,Kanpur
Propelld,3.5,143,Internet,Bengaluru
CG Corp Global,3.0,144,FMCG,Gurugram
Omega Hospitals,4.0,143,Healthcare,Hyderabad
Smile Foundation,4.1,143,Non-Profit,New Delhi
Elancer It Solutions,3.0,144,IT Services & Consulting,Hyderabad
Omega Hospitals,4.0,143,Healthcare,Hyderabad
Bhate & Raje Construction Co.,4.1,143,Engineering & Construction,Pune
V-ensure Pharma Technologies,3.4,143,Pharma,Mumbai
Prefr,3.8,143,FinTech,Hyderabad
vConstruct,3.6,143,Engineering & Construction,Pune
Yamaha Motors Solutions,3.0,143,IT Services & Consulting,Faridabad
Q Tech Microelectronics India,3.6,143,Greater Noida +5 other locations,
ITC Group,3.8,143,Kolkata +37 other locations,
94.3 MY FM,3.7,143,Broadcasting,Jaipur
Autobahn Trucking Corporation,4.0,143,Automobile,Pune
Unique Measurement Service,4.3,143,Auto Components,Chennai
Weir Minerals,4.1,143,Metals & Mining,Bengaluru
Ntrust Infotech,3.5,143,IT Services & Consulting,Chennai
Luna Technologies Private Liimited,2.8,143,Industrial Automation,Mumbai
New Swan Multitech,3.8,143,Industrial Machinery,Ludhiana
TD Power Systems,3.7,143,Electrical Equipment,Bengaluru
Jupiter Money,2.3,143,FinTech,Bengaluru
Dinesh Engineers,3.9,143,Telecom,Mumbai
Sofcon India Pvt Ltd,3.5,144,Education & Training,Pune
TTEC Digital,3.7,143,IT Services & Consulting,Hyderabad
Ocean Life Spaces,3.5,143,Engineering & Construction,Chennai
Deutsche Telekom,3.2,143,Telecom,Pune
AL-SUWAIDI INDUSTRIAL SERVICES,3.6,143,Oil & Gas,Al Jubail
Valmont Structures,3.3,143,Engineering & Construction,Pune
Tag Worldwide,3.3,143,Marketing & Advertising,Chennai
Titan Biotech,3.4,143,Biotechnology,New Delhi
K.R.Pulp & Papers,3.1,143,Pulp & Paper,Shahjahanpur
Valdel Engineers & Constructors,3.0,143,Oil & Gas,Bengaluru
Technofab Engineering,4.3,143,Oil & Gas,Faridabad
DNV,4.1,143,Management Consulting,Pune
Nesto Hypermarket,3.8,143,Kozhikode +19 other locations,
Genus Innovation,3.5,143,Power,Jaipur
Mas Rural Housing Mortgage Finance,4.1,143,Financial Services,Ahmedabad
Preet Group,3.8,142,Ghaziabad +9 other locations,
Drums Food International,4.7,143,Food Processing,Mumbai
Multi Mantech International,3.3,142,Engineering & Construction,Ahmedabad
Grew Energy,4.2,143,Power,Jaipur
Perceptive,3.6,142,Clinical Research,Hyderabad
Dana TM4,4.0,142,Power,Pune
ClinicAnywhere,3.2,142,Bengaluru +8 other locations,
Jaypee Infratech,4.0,144,Engineering & Construction,Noida
Housr,4.3,142,Hospitality,Gurugram
Indian School Finance Company,4.6,142,NBFC,Hyderabad
SOGEFI,3.4,142,Auto Components,Pune
New India Co-Op Bank,3.1,142,Banking,Mumbai
BeBran Digital,4.5,142,New Delhi +2 other locations,
Krishna Penstone Automotive,3.9,142,Gurugram +10 other locations,
Drums Food International,4.7,143,Food Processing,Mumbai
Winman Software,4.1,142,Software Product,Mangaluru
Bangalore Electricity Supply Company,3.7,142,Bengaluru +11 other locations,
Abs Fujitsu General,3.6,144,Engineering & Construction,Hyderabad
Sakthi Finance,3.8,142,Financial Services,Coimbatore
Chemie Tech,3.2,142,Oil & Gas,Vadodara
Cooper-Standard Automotive,4.2,142,Auto Components,Chennai
Aravind Eye Hospital,4.2,143,Healthcare,Madurai
New Swan Enterprises,3.6,142,Industrial Machinery,Ludhiana
SDNA Global,4.0,142,Recruitment,Bengaluru
Vista Furnishing Limited,4.1,142,Furniture & Furnishing,Ghaziabad
ClinicAnywhere,3.2,142,Bengaluru +8 other locations,
Dana TM4,4.0,142,Power,Pune
Ascend Telecom Infrastructure,4.3,142,Telecom,Bengaluru
Wings Pharmaceuticals Pvt Ltd.,3.1,142,Pharma,New Delhi
Jaypee Infratech,4.0,144,Engineering & Construction,Noida
Zaggle Prepaid Ocean Services,3.0,142,FinTech,Hyderabad
Oman Shapoorji Llc,3.6,142,Engineering & Construction,Muscat
Sarita Handa Exports,3.4,142,Architecture & Interior Design,Gurugram
THDC,4.0,142,Government,Rishikesh
Piramal Group,4.1,142,Financial Services,Mumbai
Testhouse,4.0,142,IT Services & Consulting,Thiruvananthapuram
Napier Healthcare Solutions,2.5,142,IT Services & Consulting,Hyderabad
Lalbaba Engineering Limited,3.3,142,Industrial Machinery,Kolkata
Tilaknagar Industries Ltd.,4.0,142,Beverage,Mumbai
G7 CR Technologies,2.9,142,IT Services & Consulting,Bengaluru
WebMD,3.3,142,Healthcare,Mumbai
ASA & Associates,3.5,142,Accounting & Auditing,New Delhi
Difacto Robotics and Automation,3.9,142,Industrial Automation,Bengaluru
builder.ai,2.8,142,Software Product,Gurugram
Marwadi Shares & Finance,4.3,142,Financial Services,Rajkot
Shivalik Prints,3.8,142,Fashion & Textile,Faridabad
Blackstone Center of Excellence,2.6,142,Gurugram +8 other locations,
Lalbaba Engineering Limited,3.3,142,Industrial Machinery,Kolkata
Napier Healthcare Solutions,2.5,142,IT Services & Consulting,Hyderabad
G7 CR Technologies,2.9,142,IT Services & Consulting,Bengaluru
Tilaknagar Industries Ltd.,4.0,142,Beverage,Mumbai
WebMD,3.3,142,Healthcare,Mumbai
INDOASIAN,4.1,142,Semiconductors,Noida
DELTA,4.2,142,Events,Bengaluru
HealthAssure,3.3,142,Healthcare,Mumbai
EZ Works,3.9,141,IT Services & Consulting,Gurugram
Nesma Trading,4.2,141,Engineering & Construction,Al Khobar
iQGateway,4.4,141,IT Services & Consulting,Bengaluru
BASIX Academy for Building Lifelong Employability,4.0,141,Education & Training,New Delhi
Saint-Gobain Abrasives,3.5,141,Building Material,Bengaluru
Marquis Technologies,3.2,142,IT Services & Consulting,Mumbai
Vikram Sarabhai Space Centre,4.4,141,Defence & Aerospace,Thiruvananthapuram
42Gears Mobility Systems,3.7,141,Software Product,Bengaluru
Rieco Industries,3.1,141,Industrial Machinery,Pune
Gemini Consulting & Services,3.5,141,IT Services & Consulting,Hyderabad
Sterling Accuris Wellness,4.2,141,Healthcare,Ahmedabad
Mallcom,3.8,141,BPO,Kolkata
Maple Digital Technology,3.3,142,Retail,Mumbai
BASIX Academy for Building Lifelong Employability,4.0,141,Education & Training,New Delhi
SPARX IT Solutions,3.3,141,IT Services & Consulting,Noida
Cococart Ventures,3.5,141,Mumbai +19 other locations,
Novopay Solutions,2.8,141,Software Product,Bengaluru
Saint-Gobain Abrasives,3.5,141,Building Material,Bengaluru
HMT Machine Tools,3.8,141,Industrial Machinery,Hyderabad
Marquis Technologies,3.2,142,IT Services & Consulting,Mumbai
Vikram Sarabhai Space Centre,4.4,141,Defence & Aerospace,Thiruvananthapuram
Winkies,4.0,141,Hospitality,Kolkata
Fia Technology Services,3.5,141,FinTech,Gurugram
Rieco Industries,3.1,141,Industrial Machinery,Pune
42Gears Mobility Systems,3.7,141,Software Product,Bengaluru
Strata Geosystems,3.7,141,Engineering & Construction,Mumbai
Remsons Industries,3.8,141,Auto Components,Gurugram
Smile Electronics,3.6,141,Electronics Manufacturing,Bengaluru
Cachet Pharmaceuticals,3.8,141,Pharma,Mumbai
Emtec,4.4,141,IT Services & Consulting,Pune
Emtec,4.4,141,IT Services & Consulting,Pune
Walko Qsr Company,3.8,141,FMCG,Pune
Inadev,3.2,141,IT Services & Consulting,Kolkata
Sinclus Engineering Consulting,4.1,141,IT Services & Consulting,Mumbai
Lloyd Electric & Engineering,3.7,141,Industrial Machinery,New Delhi
Rinac India Limited,4.0,141,Engineering & Construction,Bengaluru
Korn Ferry,3.0,141,Management Consulting,Bengaluru
EIH,3.8,141,Hospitality,New Delhi
Mizuho Bank,3.1,141,Banking,Mumbai
Nectar Infotel Solutions,3.0,141,IT Services & Consulting,Pune
HireRight,3.4,141,Analytics & KPO,Bengaluru
Shree Maruti Integrated Logistics,3.6,141,Ahmedabad +33 other locations,
Flemingo Duty Free Shop,4.0,141,Retail,Mumbai
Idea Infinity IT Solutions,2.9,141,IT Services & Consulting,Bengaluru
Hindustan Shipyard,4.1,141,Ports & Shipping,Visakhapatnam
Comnet Solutions,3.5,141,Telecom,Mumbai
Mantle Solutions,3.1,141,IT Services & Consulting,Kochi
HL Klemove,3.2,141,Automobile,Chennai
Abu Dhabi Commercial Bank,3.5,141,Banking,Mumbai
SFS Group,3.8,141,Auto Components,Pune
Reynold India,4.6,141,Industrial Machinery,Noida
Global Consumer Products,4.3,140,FMCG,Bengaluru
Proziod Analytics,3.5,140,IT Services & Consulting,Bengaluru
Andhra Pradesh Grama/Ward Sachivalayam,4.1,140,Government,Hyderabad
NJ Group,3.5,140,Surat +40 other locations,
Century Real Estate,3.6,140,Real Estate,Bengaluru
GlobeGround India,3.6,140,Aviation,Bengaluru
R.K. Group,3.3,140,Real Estate,Bengaluru
Herman Miller,4.3,140,Furniture & Furnishing,Bengaluru
APEEJAY EDUCATION SOCIETY,3.0,140,Education & Training,New Delhi
Besmak Components,3.9,140,Auto Components,Chennai
Shalimar Group,4.1,140,Building Material,Lucknow
Shipsy,4.0,140,Software Product,Gurugram
XSEED Education,2.6,140,EdTech,Bengaluru
Affiliated Computer Services,4.1,140,IT Services & Consulting,Bengaluru
Indus Cosmeceuticals,4.2,140,Beauty & Personal Care,Faridabad
Sugam Homes,4.5,140,Real Estate,Kolkata
Adamas University,2.8,140,Education & Training,Kolkata
Gapbridge Software Services,3.2,140,IT Services & Consulting,Bengaluru
A.P.Securitas,4.1,141,Law Enforcement & Security,New Delhi
FundsIndia,3.0,141,FinTech,Chennai
Emonics,3.8,140,IT Services & Consulting,Noida
INDIAN DESIGNS,3.9,140,Fashion & Textile,Bengaluru
YCH Logistics,3.8,140,Logistics,Chennai
R.K. Group,3.3,140,Real Estate,Bengaluru
GlobeGround India,3.6,140,Aviation,Bengaluru
ATPI,3.8,140,Travel & Tourism,Mumbai
Anand Engineering Products,3.1,140,Engineering & Construction,Tiruchirappalli
Altos Global Services,3.8,140,BPO,Noida
Star Estate,4.0,140,Real Estate,Noida
Vikram Tea,4.1,140,FMCG,Mumbai
Eduquity Career Technologies,3.3,140,Recruitment,Bengaluru
Central Academy School,3.5,140,Education & Training,Jodhpur
The Hackett Group,3.3,140,IT Services & Consulting,Hyderabad
Shipsy,4.0,140,Software Product,Gurugram
DigiLantern,3.4,140,IT Services & Consulting,Noida
Jayabheri Automotives,4.0,140,Engineering & Construction,Visakhapatnam
Boyen Haddin,3.4,140,Recruitment,Mumbai
Obeetee,4.0,140,Fashion & Textile,Panipat
Octillion Power Systems,4.1,140,Electronics Manufacturing,Pune
Shahnaz Husain Group Of Companies,3.1,140,Beauty & Personal Care,New Delhi
Lectrix Ev,3.6,140,Gurugram +15 other locations,
Antal International,3.7,140,Recruitment,Mumbai
TechBlocks,3.0,140,IT Services & Consulting,Hyderabad
Moolya Software Testing,3.4,140,IT Services & Consulting,Bengaluru
Decision Point,3.3,140,Analytics & KPO,Gurugram
Medanta S.N. Superspecialty Hospital,4.0,140,Healthcare,Gurugram
Orion Security Solutions,2.8,140,Law Enforcement & Security,New Delhi
Enkei Wheels India,3.6,140,Auto Components,Pune
Xihi Technology,3.5,140,Electronics Manufacturing,Noida
Toyoda Gosei South India,4.0,140,Automobile,Bengaluru
Tcg Digital Solutions,3.3,140,IT Services & Consulting,Kolkata
Sumitomo Mitsui Banking Corporation,2.7,140,Financial Services,New Delhi
Manav Rachna International School,3.6,140,Education & Training,Faridabad
Jolly Containers,3.5,140,Petrochemicals,Daman & Diu
Spectra Technovision India,3.3,140,Electronics Manufacturing,Ahmedabad
Sovereign Pharma,3.8,140,Pharma,Daman & Diu
Amec Foster Wheeler,3.9,139,Oil & Gas,Chennai
Solulab inc,3.1,139,IT Services & Consulting,Ahmedabad
VaaaN Infra,3.2,139,Urban Transport,New Delhi
Hailstone Innovations,4.2,139,Industrial Machinery,Palakkad
West Bengal Power Development Corporation,3.8,139,Power,Kolkata
EasyRewardz Software Services,2.8,139,IT Services & Consulting,Gurugram
Alter Domus,2.9,139,Financial Services,Hyderabad
Linamar,3.7,139,Pune +4 other locations,
Glen Appliances,4.0,139,Consumer Electronics & Appliances,Faridabad
Novigo Integrated Services,3.7,139,Analytics & KPO,Chennai
Shilpa Steel and Power,3.3,139,Iron & Steel,Nagpur
Oman National Engineering & Investment Company,4.0,139,Engineering & Construction,Muscat
Brand Factory,4.7,139,Retail,Mumbai
Orris Infrastructure,4.1,139,Real Estate,Gurugram
P2G Mobilty Tech,4.3,141,Kolkata +22 other locations,
Shyplite,3.8,139,Logistics,New Delhi
Saudi Oger,4.5,139,Engineering & Construction,Riyadh
Overnite Express,3.8,139,Logistics,New Delhi
Thinkapps Solutions,3.5,139,Recruitment,Mumbai
COMSTAR AUTOMOTIVE TECHNOLOGIES,3.8,139,Auto Components,Chennai
Indian Potash,3.6,139,Agro Chemicals,Muzaffarnagar
HP ADHESIVES,3.9,139,Chemicals,Mumbai
GreenTree Immigration,4.6,139,IT Services & Consulting,Chennai
HealthSpring,2.8,139,Fitness & Wellness,Mumbai
QUTONE CERAMIC,3.5,139,Building Material,Ahmedabad
DWD Pharmaceuticals,3.4,139,Pharma,Vadodara
Nucsoft,2.6,139,IT Services & Consulting,Mumbai
Urjanet Energy Solutions,3.9,139,IT Services & Consulting,Chennai
Hicool Electronic Industries,3.9,139,Electrical Equipment,Pune
Apex Kidney Care,3.8,139,Healthcare,Mumbai
Nice Software Solutions,3.3,139,IT Services & Consulting,Pune
Saifee Hospital,3.2,139,Healthcare,Mumbai
Signals & Systems (India) Private Limited,3.8,139,Electronics Manufacturing,Chennai
Gigmo Solutions,3.3,139,IT Services & Consulting,Gurugram
Fabtech Technologies International,3.6,139,Engineering & Construction,Mumbai
Omega Elevators,3.8,139,Industrial Machinery,Ahmedabad
Phoenix Marketcity,3.8,139,Retail,Mumbai
Rockwell Industries,3.5,139,Electronics Manufacturing,Hyderabad
GEEBEE Education,3.4,139,Education & Training,Mumbai
Times Network,3.1,139,Broadcasting,Mumbai
Xoxoday,3.8,139,Software Product,Bengaluru
V.Ships,3.9,139,Ports & Shipping,Mumbai
Telegence Powercomm,3.5,139,Engineering & Construction,Vadodara
Protiviti Consulting,2.8,139,Management Consulting,Gurugram
Cherise India,3.7,139,Beverage,Pune
Birla Century,4.1,139,Fashion & Textile,Bharuch
Kruger Ventilation Industries,3.6,139,Industrial Machinery,Mumbai
